payment_method_Mailed check,paperless_billing_Yes,senior_citizen,online_security_Yes,payment_method_Electronic check,payment_method_Credit card (automatic),tech_support_Yes,gender_Male,online_backup_Yes,type_Two year,dependents_Yes,streaming_movies_Yes,total_charges,partner_Yes,monthly_charges,type_One year,churn
True,True,0,True,True,False,False,False,False,False,False,True,893.2081282143479,False,59.15727541205532,False,1
False,True,0,False,False,True,False,False,True,False,False,True,3565.65,False,94.8,False,0
False,True,0,False,False,False,False,False,True,False,False,False,6000.1,False,88.9,True,0
False,True,0,True,True,False,False,True,True,False,False,False,3013.05,True,79.45,False,1
False,True,1,False,False,True,False,True,True,False,False,False,1411.65,False,80.55,False,0
False,False,0,True,False,False,False,False,False,False,False,True,733.95,False,64.05,False,0
False,True,0,False,False,True,False,False,False,False,False,False,3548.3,False,74.8,False,0
True,True,0,False,True,False,False,False,False,False,False,True,55.31491450115498,False,55.31491450115498,False,1
False,False,0,True,False,False,False,True,True,True,True,True,3686.05,True,69.7,False,0
False,True,0,True,True,False,True,False,True,False,False,True,5440.234098990772,True,105.87669125505468,False,1
False,False,0,True,True,False,True,False,False,False,False,False,2724.25,False,87.6,False,0
False,True,0,False,True,False,False,False,True,False,True,True,1258.7236459853966,True,87.23475597440314,False,1
True,False,0,False,False,False,False,False,False,False,False,False,391.7,False,19.65,False,0
False,True,0,False,True,False,False,True,False,False,False,True,855.3,True,85.25,False,1
False,True,0,False,True,False,False,True,False,False,False,False,79.4107902551309,False,79.4107902551309,False,1
False,False,0,False,True,False,False,False,False,False,True,True,59.2,False,59.2,False,1
True,False,0,False,False,False,False,False,False,False,False,False,1267.0,True,20.35,True,0
False,True,0,False,False,True,False,False,False,False,True,False,232.4,True,20.1,False,0
False,True,0,False,True,False,False,True,False,False,False,True,829.0861825833581,False,95.50666770686792,False,1
False,True,1,False,True,False,False,False,True,False,False,True,91.10289761430302,True,91.10289761430302,False,1
False,True,0,True,False,False,False,True,True,True,False,False,4473.45,True,96.9,False,0
True,False,0,False,False,False,False,True,False,False,False,False,45.08374992159268,False,45.08374992159268,False,1
False,True,0,False,True,False,False,False,False,False,False,False,70.85925144159827,False,70.85925144159827,False,1
True,False,0,False,False,False,True,True,True,True,True,False,1414.2,True,59.7,False,0
True,False,0,True,False,False,False,True,False,False,False,False,533.6,False,74.35,False,0
False,True,0,True,True,False,False,True,True,True,True,True,5282.292625062549,True,80.03361373487044,False,1
True,False,0,False,False,False,False,False,False,False,False,False,39.8,False,20.1,False,0
False,True,0,True,True,False,False,True,True,False,True,False,5960.5,True,91.8,False,0
False,True,0,False,True,False,False,True,False,False,False,False,75.17927516178841,False,75.17927516178841,False,1
False,False,0,True,False,False,True,False,False,False,False,False,690.5,True,54.2,False,0
True,False,0,False,False,False,False,True,False,False,False,False,20.0,False,20.0,False,0
True,True,0,True,False,False,True,False,True,True,True,True,5957.9,True,90.45,False,0
False,True,0,False,True,False,False,False,True,False,False,False,1676.95,False,79.15,False,1
False,False,0,False,True,False,False,False,False,False,False,False,416.45,False,45.15,False,1
False,True,1,False,True,False,False,False,False,False,False,False,85.7,False,85.7,False,1
False,True,0,False,True,False,True,False,True,True,True,True,7689.8,True,110.2,False,0
False,True,1,False,True,False,False,True,False,False,False,True,793.55,False,79.25,False,1
False,True,0,False,True,False,True,True,True,False,False,True,166.8543619429289,True,93.69425018862765,False,1
False,True,0,False,True,False,True,False,True,False,True,True,2754.536445497511,True,81.44116603873707,True,1
False,True,1,False,True,False,False,False,False,False,False,False,89.3,False,44.3,False,0
False,False,0,False,False,False,True,False,True,True,False,True,4145.9,True,58.25,False,0
False,False,0,True,False,False,True,True,False,False,False,False,4155.95,True,77.4,True,0
True,True,0,True,False,False,False,True,False,False,False,False,658.1,True,75.0,False,0
False,True,0,False,False,False,False,True,False,False,False,False,516.3,False,19.5,True,0
False,True,0,False,True,False,False,True,False,False,False,False,299.3,False,20.05,False,0
False,True,1,True,False,False,True,False,True,True,False,True,7748.75,False,107.4,False,0
False,True,1,False,True,False,False,True,False,False,False,False,73.88064435514272,True,73.88064435514272,False,1
False,True,0,False,True,False,True,True,False,False,False,True,1553.9057127203198,False,87.04520866327098,False,1
False,True,0,False,True,False,False,True,False,False,False,False,116.65,False,67.75,False,1
True,False,0,False,False,False,False,True,False,False,False,False,422.5,False,19.6,True,0
False,True,0,False,False,False,False,True,False,False,True,False,683.25,True,59.65,False,0
False,False,0,True,True,False,False,True,False,False,False,False,47.95,False,47.95,False,0
False,True,1,False,True,False,False,False,False,False,False,False,3444.85,True,71.05,False,1
False,False,0,False,True,False,False,True,False,False,False,False,84.5,False,84.5,False,1
True,True,0,False,False,False,False,True,False,False,False,False,44.15,False,44.15,False,1
False,True,0,False,True,True,False,False,False,False,False,True,385.8249925860484,False,80.3090388215535,False,1
False,True,0,False,True,False,False,True,False,False,True,True,718.1133183897772,True,52.04116924198338,False,1
True,True,0,False,True,False,True,True,False,False,False,True,1294.921408295821,False,96.71150109132418,False,1
False,False,0,False,True,True,True,True,False,False,False,False,763.6820989274928,False,52.29663794049401,False,1
True,True,0,True,False,False,True,False,False,False,True,False,5000.05,True,95.15,True,0
False,True,0,False,True,False,True,True,False,False,False,True,3040.7817469873717,True,99.70169063294023,True,1
False,False,0,False,True,False,False,True,True,False,False,False,2335.3,False,89.8,False,1
False,True,0,False,True,False,False,True,False,False,False,False,144.34990326479394,False,80.45009673520606,False,1
True,True,0,True,False,True,True,False,True,False,False,False,103.42498143356997,False,54.95689911261104,False,1
True,True,0,True,False,False,True,False,False,True,True,False,4519.5,True,76.45,False,0
False,True,0,False,True,False,False,True,False,False,True,True,2698.35,True,89.2,False,1
False,True,0,False,True,False,False,True,True,False,True,True,2184.3487451651154,True,89.95037747311947,True,1
True,True,1,False,True,False,False,True,True,False,True,True,2714.762259304373,True,91.09216387461464,False,1
False,True,1,False,True,False,False,True,False,False,False,True,676.7,True,89.5,False,1
False,True,0,True,False,True,False,False,False,False,False,False,3674.95,False,54.45,True,0
True,True,1,False,True,False,False,True,False,False,False,False,1145.770693766342,False,74.53929738906352,False,1
False,True,1,False,True,False,False,False,False,False,False,False,69.65487972642134,True,69.65487972642134,False,1
False,True,0,False,True,False,False,False,False,False,False,True,762.3464599793301,False,85.44801013435432,False,1
False,True,0,True,True,False,False,True,False,False,False,True,413.25,True,89.15,False,0
False,False,0,False,False,False,False,True,True,False,True,False,2570.2,True,82.05,False,0
False,False,0,False,False,False,True,False,True,True,False,True,5883.85,True,86.15,False,0
False,True,0,False,True,False,False,True,False,False,False,True,735.9438248366944,False,93.60569512805849,False,1
True,False,0,False,False,False,False,True,False,False,False,False,20.2,False,20.2,False,0
False,True,0,False,True,False,False,True,False,False,False,True,3474.2,True,95.4,False,0
False,True,1,False,False,True,False,True,True,False,False,True,919.4,False,99.45,False,1
False,True,0,True,True,False,False,True,False,False,False,True,1667.200683918077,True,91.656272059539,False,1
False,True,0,False,True,True,False,True,False,False,True,False,387.06412336979446,False,22.40337610433333,False,1
False,True,0,True,True,False,False,True,True,False,False,True,4154.8,False,93.7,False,1
False,True,0,False,True,False,False,False,False,False,False,False,70.1,False,70.1,False,1
False,False,0,False,False,True,True,True,False,False,False,False,1537.85,False,33.7,True,0
False,True,0,True,False,True,True,True,False,False,False,False,1053.117116161343,False,49.93504688884859,False,1
False,False,0,False,False,False,False,False,False,True,False,False,1830.05,True,24.65,False,0
False,True,0,False,False,False,False,True,False,False,False,False,87.9,False,46.6,False,0
True,True,0,False,False,False,False,False,False,False,False,False,70.33581494695149,True,70.33581494695149,False,1
True,False,0,False,False,False,False,False,False,True,True,False,757.95,True,19.75,False,0
False,True,0,False,True,False,False,False,True,False,True,False,680.05,True,83.55,False,1
False,True,0,False,True,False,False,True,False,False,False,True,90.40732116128463,True,90.40732116128463,False,1
False,True,0,False,True,False,True,True,True,True,False,True,7840.6,True,108.2,False,0
False,True,0,False,True,False,True,True,False,False,False,True,4198.580785906315,False,99.12812006092875,True,1
False,True,0,False,True,False,True,True,True,True,True,True,5290.351842609809,True,104.51681568641833,False,1
False,True,0,False,True,False,True,True,True,False,True,True,502.66700947888245,True,87.30724738557421,False,1
True,True,0,False,False,False,False,True,False,False,False,False,64.3409816739794,False,19.848367044327965,False,1
False,True,0,True,True,False,False,True,False,False,False,True,1746.310402874936,False,95.76592896835767,False,1
False,True,0,True,True,False,False,True,False,False,True,True,1775.5816393597963,True,87.64397831015995,False,1
False,True,0,True,False,False,False,False,False,True,True,False,5025.85,True,71.45,False,0
False,True,0,False,True,False,False,True,False,False,False,True,50.43040683051252,True,50.43040683051252,False,1
False,False,0,False,True,False,True,True,False,False,False,False,74.0,False,74.0,False,0
False,False,0,False,True,False,False,True,False,False,False,False,1139.2,True,25.4,False,0
False,True,0,False,True,True,False,True,False,False,True,True,2873.089952252032,True,88.35861235540087,False,1
False,True,0,True,False,False,True,False,True,True,False,False,6849.75,True,94.25,False,0
False,True,0,False,True,False,True,False,True,False,False,True,3634.8,False,105.1,False,0
False,True,0,False,True,False,False,False,False,False,False,False,676.4224872521952,False,58.88464702527483,False,1
False,True,0,True,True,False,True,True,True,False,False,True,2522.4610138068488,True,89.35879500842292,True,1
True,True,0,True,False,False,False,False,False,False,True,True,3467.0,True,103.7,True,1
True,True,0,False,False,False,False,False,False,False,False,False,70.0034566075514,False,70.0034566075514,False,1
False,False,0,False,True,False,True,True,False,False,False,True,2626.15,False,91.0,False,0
False,True,0,True,True,False,False,False,True,False,False,False,376.21073105273405,False,52.74718381050947,False,1
True,True,0,True,False,False,True,False,True,True,False,True,3914.05,False,113.2,False,0
True,False,0,False,False,False,True,True,False,False,False,False,1682.4,False,89.95,False,0
False,True,0,False,True,False,False,False,True,False,False,False,4509.5,False,81.55,False,0
False,True,0,False,False,True,False,True,False,False,False,True,438.05,False,54.75,False,0
False,True,0,False,True,False,False,False,False,False,True,True,6413.65,False,100.15,True,1
False,True,0,False,False,False,False,True,False,False,False,False,43.85,False,43.85,False,0
False,True,0,False,False,True,False,True,False,False,True,False,896.75,True,74.4,False,1
False,True,0,False,True,False,False,True,True,False,False,True,820.2772264379089,False,99.93139818369399,False,1
False,True,0,False,True,False,False,True,False,False,False,True,242.0054616822157,False,78.8048091123364,False,1
False,True,0,False,True,False,True,False,True,False,False,True,461.7,False,89.35,False,1
False,True,0,False,False,True,False,False,False,False,True,False,1216.6,True,25.9,True,0
